,tconst,primaryTitle,startYear,genres,directors,cast,averageRating,numVotes,main_dir,dirname
175587,tt1156315,Das Klavier,1972,History,nm0880880,"['nm0880210', 'nm0833080', 'nm0477966', 'nm0197210', 'nm2868904']",8.1,13,nm0880880,Fritz Umgelter
151162,tt0474649,"Erinnere dich, wenn du kannst!",2005,"Crime,Drama",nm0351486,"['nm0679294', 'nm0317385', 'nm0462572', 'nm0194529', 'nm0359749']",6.3,19,nm0351486,Sigi Rothemund
143600,tt0421262,Treasure n tha Hood,2005,"Comedy,Drama",nm0141646,"['nm1717057', 'nm1535093', 'nm0721155', 'nm0875843', 'nm1259564']",3.3,121,nm0141646,Greg Carter
212676,tt1682178,Nicky Newark,2010,Drama,nm1390287,"['nm1390287', 'nm1426888', 'nm3569256', 'nm3484205', 'nm2576697']",8.4,146,nm1390287,David LaRosa
235773,tt2271327,Faith in Destiny,2012,"Drama,Romance,Thriller",nm2676421,"['nm4551304', 'nm3248853', 'nm4874179']",5.3,41,nm2676421,James Choi
74271,tt0125959,Dagmar Is Where It's at,1972,Comedy,nm0960288,"['nm0845679', 'nm0832502', 'nm0753453', 'nm0332015', 'nm0718050']",5.7,17,nm0960288,Henning Ørnbak
301675,tt7197362,Bisikan Cinta,1995,"Action,Comedy,Romance",nm9167407,"['nm2885743', 'nm0048155', 'nm3667993', 'nm2700567', 'nm0993230']",8.1,11,nm9167407,Sahib Selamat
187785,tt13237472,Nikolina,2020,Fantasy,"nm2074102,nm5423069","['nm8515251', 'nm1782269', 'nm5161501', 'nm4779357', 'nm11961751']",6.1,7,nm2074102,Eva Libertad
47925,tt0082993,Richard's Things,1980,Drama,nm0367431,"['nm0880521', 'nm0714985', 'nm0683116', 'nm0819655', 'nm0548432']",5.6,264,nm0367431,Anthony Harvey
60737,tt0101985,A Brighter Summer Day,1991,"Crime,Drama,Romance",nm0945981,"['nm0151654', 'nm0946026', 'nm0151755', 'nm0157805', 'nm0431732']",8.2,13314,nm0945981,Edward Yang
140969,tt0403913,Butterfly in Grey,2002,"Drama,Horror",nm1580673,"['nm1579169', 'nm1980921', 'nm1579416', 'nm0863614']",4.5,151,nm1580673,Sananjit Bangsapan
151248,tt0475280,The Garth Method,2004,"Comedy,Drama",nm2020868,"['nm2020868', 'nm0063070', 'nm2018828', 'nm2015552', 'nm1108629']",4.8,62,nm2020868,Gregory Pakis
234222,tt2229848,Chashme Baddoor,2013,"Comedy,Drama",nm0223522,"['nm3773554', 'nm1413459', 'nm4450033', 'nm3966456', 'nm0438501']",5.4,5386,nm0223522,David Dhawan
81253,tt0153015,The Things You Do for Love: Against the Odds,1998,Drama,nm1157490,"['nm0769003', 'nm0372355', 'nm1623644', 'nm0426855', 'nm1608407']",7.1,22,nm1157490,Bill Pryde
114532,tt0273724,The Bridge,1975,Drama,nm0351410,"['nm0408381', 'nm0354563', 'nm0623455', 'nm0044558', 'nm0678950']",7.0,601,nm0351410,Serif Gören
163629,tt1009011,Abbey of Thelema,2007,"Biography,Comedy,Drama","nm2633518,nm2325474","['nm1079830', 'nm2577208', 'nm2576836', 'nm1526478', 'nm1296783']",4.7,99,nm2633518,J. Grimm
25532,tt0052019,An Ordinary Trip,1958,Drama,nm0325669,"['nm0154998', 'nm0412841', 'nm0950881', 'nm0750184', 'nm7444833']",7.2,43,nm0325669,Rafail Goldin
201131,tt1493127,Ring of Deceit,2009,Thriller,nm0520440,"['nm1242950', 'nm0051621', 'nm0274750', 'nm0031162', 'nm0903985']",4.6,275,nm0520440,Jean-Claude Lord
228855,tt2111429,"Tayna, izvestnaya vsem",1981,Family,nm0953640,"['nm3670454', 'nm0342458', 'nm4772309', 'nm0904571', 'nm4772304']",5.0,12,nm0953640,Nikolay Zaseev-Rudenko
144437,tt0427048,Cayo,2005,Drama,nm0431762,"['nm0284655', 'nm0209850', 'nm1747140', 'nm0701924', 'nm0761052']",6.6,163,nm0431762,Vicente Juarbe
166608,tt10449048,Hridyam,2019,"Action,Drama,Thriller",nm10747931,"['nm13445943', 'nm13445944', 'nm1504987', 'nm1432283']",7.4,9,nm10747931,K.C. Binu
45819,tt0080101,Life Is Beautiful,1979,Drama,nm0161055,"['nm0316284', 'nm0001560', 'nm0462122', 'nm0012361', 'nm0119069']",6.5,193,nm0161055,Grigoriy Chukhray
109056,tt0254205,Cara de Fogo,1958,"Drama,Horror",nm0305218,"['nm0592036', 'nm0722909', 'nm1258289', 'nm0618617', 'nm0149579']",6.1,16,nm0305218,Galileu Garcia
8624,tt0027672,Sisters of the Gion,1936,Drama,nm0003226,"['nm0945222', 'nm0880861', 'nm0793337', 'nm0442789', 'nm0645826']",7.4,3060,nm0003226,Kenji Mizoguchi
187289,tt1318526,Nothing Really Matters,2008,Drama,nm0681699,"['nm2427640', 'nm2740424', 'nm9049018', 'nm3184339', 'nm1916651']",7.3,31,nm0681699,Jean-Marc Piché
119048,tt0289885,The Canterville Ghost,1974,"Comedy,Family,Fantasy",nm0589239,"['nm0086262', 'nm0263052', 'nm0926235', 'nm0511964', 'nm0292802']",6.8,167,nm0589239,Robin Miller
139272,tt0391198,The Grudge,2004,"Horror,Mystery,Thriller",nm1234345,"['nm0001264', 'nm0004736', 'nm0245112', 'nm0544611', 'nm0834380']",5.9,152493,nm1234345,Takashi Shimizu
163287,tt10036406,Mbretëria,2017,Drama,"nm10553970,nm10923938","['nm10923929', 'nm8437308', 'nm0367866', 'nm0398298', 'nm3712020']",7.1,10,nm10553970,James D. Meyer
111979,tt0263629,Kynigimeni prosfygopoula,1969,Drama,nm0441513,"['nm1021118', 'nm0109722', 'nm0441463', 'nm0130471', 'nm0224786']",4.9,12,nm0441513,Andreas Katsimitsoulias
267163,tt3615770,"Záku Kasíku, nezen se!",1985,"Comedy,Family,Fantasy",nm2923803,"['nm0009368', 'nm0532906', 'nm0369737', 'nm0636855', 'nm0379464']",6.2,10,nm2923803,Jirina Pokorná-Makoszová
7262,tt0025499,Midnight,1934,"Crime,Drama,Film-Noir",nm0259838,"['nm0000007', 'nm0289253', 'nm0373773', 'nm0401434', 'nm0943618']",5.5,1283,nm0259838,Chester Erskine
16233,tt0038763,My Dog Shep,1946,Drama,nm0066247,"['nm1829206', 'nm0623684', 'nm0267912', 'nm0715930', 'nm0801193']",6.1,87,nm0066247,Ford Beebe
145898,tt0436685,"Proshchayte, doktor Freyd",2004,Comedy,nm1785668,"['nm0751883', 'nm0237622', 'nm0159097', 'nm0623388', 'nm0343045']",6.8,44,nm1785668,Marina Migunova
122388,tt0305722,Die Katzenfrau,2002,Thriller,nm0257845,"['nm0718280', 'nm0549629', 'nm0777649', 'nm0442307', 'nm0140647']",4.3,30,nm0257845,Martin Enlen
38533,tt0069963,Les dernières fiançailles,1973,Drama,nm0498877,"['nm0618810', 'nm0300990', 'nm0754889']",8.1,213,nm0498877,Jean Pierre Lefebvre
195656,tt14210968,The Haunting of Lanquetot,2024,"Comedy,Horror,Romance",nm1423250,"['nm14581088', 'nm4459194', 'nm14581093', 'nm14581086', 'nm6708999']",4.0,7,nm1423250,Shane Cairn
122605,tt0306776,(Entre nous),2002,Drama,nm0482532,"['nm0701327', 'nm0335006', 'nm0480710', 'nm1124105', 'nm0899930']",4.2,36,nm0482532,Serge Lalou
225598,tt20237152,Exposure,2023,Thriller,nm5242999,"['nm0808022', 'nm0366106', 'nm7496903', 'nm1707018', 'nm0270994']",6.9,26,nm5242999,Peter Cannon
10967,tt0031215,Day-Time Wife,1939,"Comedy,Romance",nm0711855,"['nm0000061', 'nm0001105', 'nm0929925', 'nm0001931', 'nm0057412']",6.5,806,nm0711855,Gregory Ratoff
280772,tt4935418,Baskin,2015,"Horror,Thriller",nm3159880,"['nm7512968', 'nm5949467', 'nm3372702', 'nm3105508', 'nm2363290']",5.8,12823,nm3159880,Can Evrenol
206788,tt1567609,Get the Gringo,2012,"Action,Drama,Thriller",nm0344496,"['nm0000154', 'nm3172776', 'nm0319843', 'nm0643740', 'nm0378855']",6.9,112287,nm0344496,Adrian Grunberg
7269,tt0025510,A Modern Hero,1934,"Drama,Romance",nm0655065,"['nm0001932', 'nm0611368', 'nm0708081', 'nm0853623', 'nm0253158']",6.3,282,nm0655065,Georg Wilhelm Pabst
35255,tt0065479,Blood of the Iron Maiden,1970,Horror,nm0072236,"['nm0588922', 'nm0244454', 'nm2579073', 'nm0001017', 'nm0540093']",5.4,44,nm0072236,Ben Benoit
215315,tt1742650,I Don't Know How She Does It,2011,"Comedy,Romance",nm0569790,"['nm0000572', 'nm0000112', 'nm0001288', 'nm0001427', 'nm0376716']",5.0,21333,nm0569790,Douglas McGrath
235743,tt22698548,Sexo a la venta,2022,"Action,Drama",nm2175135,"['nm12181491', 'nm0811785', 'nm0844561', 'nm12083034', 'nm0032843']",3.2,25,nm2175135,Antonio Herrera
24227,tt0050308,"Desnúdate, Lucrecia",1958,Comedy,nm0210322,"['nm0683831', 'nm0737924', 'nm0302620', 'nm0584822', 'nm0651039']",5.1,15,nm0210322,Tulio Demicheli
177647,tt1183487,Peacefire,2008,Drama,nm1936538,"['nm1290740', 'nm0429956', 'nm2562727', 'nm2736817', 'nm2916697']",7.2,41,nm1936538,Macdara Vallely
83933,tt0163147,Pearls and Swine,1997,Comedy,nm0433588,"['nm0433597', 'nm0797612', 'nm0959963', 'nm0084908', 'nm0960388']",6.2,172,nm0433588,Óskar Jónasson
97319,tt0204194,Chaalu Pe Chaalu,1989,\N,nm0201897,"['nm0419666', 'nm0315553', 'nm0004437']",4.1,20,nm0201897,K.S.R. Das
144376,tt0426501,Johnny Was,2006,"Action,Crime,Drama",nm1405761,"['nm0005068', 'nm0000920', 'nm0455663', 'nm0005113', 'nm0507459']",5.5,1769,nm1405761,Mark Hammond
245862,tt26542515,Suvarna Sundari,2023,"Drama,Fantasy,Thriller",nm14537488,"['nm5947724', 'nm4486082', 'nm0419685', 'nm0043199', 'nm0474871']",7.1,1071,nm14537488,Surendra Madaarapu
35092,tt0065186,"Vnimaniye, tsunami!",1969,"Adventure,Drama",nm0950970,"['nm0950881', 'nm0958284', 'nm0299544', 'nm0091881', 'nm0467466']",4.9,30,nm0950970,Georgi Yungvald-Khilkevich
117479,tt0284056,Do Chor,1972,"Comedy,Crime,Romance",nm3387699,"['nm0004429', 'nm0849863', 'nm0802144', 'nm0438510', 'nm0080173']",7.0,134,nm3387699,B. Padmanabham
250036,tt2788732,Pete's Dragon,2016,"Action,Adventure,Comedy",nm1108007,"['nm0397171', 'nm0000602', 'nm4625502', 'nm4802218', 'nm0004747']",6.7,62270,nm1108007,David Lowery
104040,tt0234324,Necrophobia,1995,Horror,"nm0312501,nm0899725","['nm0653913', 'nm0917374', 'nm0894192', 'nm0079024', 'nm0530977']",5.4,201,nm0312501,Frank van Geloven
302014,tt7243754,Dirty Work,2018,"Drama,Romance,Thriller",nm3456466,"['nm7949631', 'nm9102661', 'nm8379358', 'nm7961808', 'nm6465502']",3.3,603,nm3456466,Louisa Warren
237050,tt2305594,Obrigação,2012,\N,nm0133981,"['nm1335025', 'nm2069652', 'nm5248799']",6.1,18,nm0133981,João Canijo
189415,tt13399534,Run,2022,Drama,nm5183339,"['nm5834600', 'nm10878188', 'nm12041421', 'nm5183339', 'nm6142005']",4.7,47,nm5183339,Jahmar Hill
125574,tt0319337,Ee Parakkum Thalika,2001,"Comedy,Drama,Romance",nm0856863,"['nm0226770', 'nm1428080', 'nm1522872', 'nm0359880', 'nm1368581']",7.5,1284,nm0856863,Thaha
153040,tt0488754,Kennen Sie die Milchstraße?,1958,Comedy,nm0679528,"['nm0618345', 'nm0627219']",8.8,9,nm0679528,Michael Pfleghar
233212,tt2203296,Nesma,2013,Drama,nm5100619,"['nm1322735', 'nm0004133', 'nm6818569', 'nm6818570', 'nm1794164']",7.1,39,nm5100619,Homeida Behi
277987,tt4649856,Ashes,2015,"Drama,Thriller",nm1318641,"['nm0698351', 'nm1813540', 'nm1124763', 'nm0675110', 'nm2276837']",7.1,86,nm1318641,Alan Coulson
175503,tt11554008,Lalbagh,2021,Thriller,nm6014870,"['nm13145237', 'nm4383118', 'nm1952830', 'nm4772481', 'nm5091817']",4.5,209,nm6014870,Prasanth Murali Padmanabhan
114448,tt0273450,Badra Kali,1976,\N,nm0858235,"['nm1107894', 'nm1135609', 'nm1135350', 'nm1139300', 'nm11589478']",6.2,19,nm0858235,A.C. Trilogchander
98084,tt0207331,Bedaag,1965,"Drama,Family",nm0080360,"['nm0620785', 'nm0006370', 'nm0789374', 'nm0576454', 'nm0576490']",5.7,26,nm0080360,R. Bhattacharya
310166,tt8427164,Fidaa,2018,Drama,nm8925844,"['nm10130280', 'nm9844745', 'nm10114306', 'nm3388514', 'nm5120084']",4.9,291,nm8925844,Pathikrit Basu
86853,tt0173167,Satan Returns,1996,"Action,Horror",nm0013830,"['nm0946873', 'nm0628757', 'nm0947447', 'nm0938990', 'nm0482687']",4.9,300,nm0013830,Wai-Lun Lam
29547,tt0057357,Saladin,1963,"Action,Adventure,Biography",nm0149631,"['nm0563268', 'nm0957668', 'nm0527398', 'nm0008131', 'nm0252621']",7.5,2922,nm0149631,Youssef Chahine
315322,tt9296214,Zwinglis Erbe,2018,"Biography,Drama,History",nm6314038,"['nm10265577', 'nm6314039', 'nm10445111', 'nm10265579', 'nm5120913']",6.9,44,nm6314038,Alex Fröhlich
177234,tt11778338,A High School Story,2017,Comedy,nm7421022,"['nm11347438', 'nm10497427', 'nm9237755', 'nm9237754', 'nm9237756']",5.8,15,nm7421022,Nathan Blair
213378,tt1699202,4 Days in May,2011,"Drama,War",nm0902022,"['nm4002115', 'nm0348888', 'nm0796071', 'nm1459463', 'nm2923008']",6.4,836,nm0902022,Achim von Borries
317102,tt9674226,A Dog Barking at the Moon,2019,Drama,nm4866041,"['nm0618522', 'nm7987902', 'nm10542695', 'nm10542696', 'nm10542697']",6.2,265,nm4866041,Lisa Zi Xiang
187575,tt1321331,Albert's Memorial,2009,"Comedy,Drama",nm0724047,"['nm0419248', 'nm0001831', 'nm0406012', 'nm0419785', 'nm3277105']",6.8,147,nm0724047,David Richards
241131,tt2410598,Qué pelo más guay,2012,Comedy,nm6576640,"['nm1407539', 'nm1682884', 'nm6576635']",4.7,64,nm6576640,Borja Echevarría
211563,tt1654020,Mar de plástico,2011,"Drama,Romance",nm0613284,"['nm1714616', 'nm1155977', 'nm1254805', 'nm0665082', 'nm0046588']",7.1,30,nm0613284,Silvia Munt
233028,tt2199633,Tarot Stripped Bare: The Essential Guide to Using Tarot,2008,Documentary,nm1834157,['nm2124645'],6.5,12,nm1834157,Tim Cowles
140818,tt0402758,Alles Samba,2003,Comedy,nm0127015,"['nm0484727', 'nm0356847', 'nm1617863', 'nm0618057', 'nm0822403']",5.2,30,nm0127015,Bernd Böhlich
99211,tt0212259,Nido d'amore,1984,Adult,nm0516220,"['nm0373354', 'nm0656897', 'nm7172674', 'nm7172675', 'nm4956651']",4.7,28,nm0516220,Luca Damiano
82532,tt0157339,Baton Baton Mein,1979,"Comedy,Romance",nm0154113,"['nm0657505', 'nm0612870', 'nm2147526', 'nm0008932', 'nm0592789']",7.5,1360,nm0154113,Basu Chatterjee
271861,tt4030188,747: The Jumbo Revolution,2014,Documentary,"nm0817895,nm7278836","['nm5083130', 'nm0032439', 'nm0261413', 'nm0322562']",7.9,89,nm0817895,Christopher Spencer
131083,tt0348585,Detza igrayat van,1973,Family,nm0344780,"['nm0304277', 'nm1304583', 'nm1304059', 'nm0463684', 'nm0304112']",8.5,61,nm0344780,Ivanka Grybcheva
294237,tt6247076,Hombre Sin Precio,2016,Crime,nm1024715,"['nm4282124', 'nm2593355', 'nm4241366', 'nm4322314', 'nm2568693']",8.4,9,nm1024715,Alonso O. Lara
210744,tt1637723,The Saint Family,2010,Drama,nm0472353,"['nm3875543', 'nm3129222', 'nm7362228', 'nm0945901', 'nm1066624']",6.7,19,nm0472353,Krassimir Kroumov
309277,tt8300036,Menocchio the Heretic,2018,"Drama,History",nm1743991,"['nm10025986', 'nm3802458', 'nm10025987', 'nm10025988', 'nm10025989']",6.4,288,nm1743991,Alberto Fasulo
270069,tt3850930,Ai to chikai,1945,"Drama,War","nm1163774,nm0408033","['nm0847031', 'nm0847511', 'nm0793766', 'nm1215921', 'nm1641036']",4.0,10,nm1163774,In-kyu Choi
293986,tt6221088,How I Fell in Love with Eva Ras,2016,Drama,nm3507432,"['nm8563706', 'nm8563705', 'nm5239147', 'nm8291624', 'nm8563707']",4.9,15,nm3507432,André Gil Mata
47247,tt0082151,Cerromaior,1980,Drama,nm0733821,"['nm0667241', 'nm0423310', 'nm0544277', 'nm0299144', 'nm16306463']",6.1,43,nm0733821,Luís Filipe Rocha
145747,tt0435716,The Perfect Sleep,2009,"Action,Drama,Romance",nm0022741,"['nm0661140', 'nm0638019', 'nm5368713', 'nm5368709', 'nm5368691']",4.4,1180,nm0022741,Jeremy Alter
61074,tt0102465,My Father the Hero,1991,"Comedy,Drama,Romance",nm0491671,"['nm0000367', 'nm0002100', 'nm0414185', 'nm0876942', 'nm0405754']",6.1,2935,nm0491671,Gérard Lauzier
140252,tt0398982,Duane Hopwood,2005,"Comedy,Drama",nm0611827,"['nm1588904', 'nm0119144', 'nm0147118', 'nm1684762', 'nm0227040']",6.5,2404,nm0611827,Matt Mulhern
127862,tt0331027,Under This Sky,1979,Drama,nm0354279,"['nm0941683', 'nm0668110', 'nm0117318', 'nm0001278']",7.2,6,nm0354279,Randa Haines
123162,tt0309380,Blurred,2002,"Comedy,Drama",nm0165136,"['nm1267868', 'nm1268092', 'nm0188471', 'nm1017215', 'nm0395097']",4.8,502,nm0165136,Evan Clarry
174438,tt11400074,Kaalgat Karel,2021,"Comedy,Drama,Romance",nm3296450,"['nm5339544', 'nm8830378', 'nm5214527', 'nm2299289', 'nm4529906']",6.1,34,nm3296450,Meg Rickards
113571,tt0270214,Auf Scheißer schießt man nicht,1969,\N,nm0688364,"['nm0039880', 'nm0107070', 'nm0237750', 'nm0222094', 'nm0296209']",5.3,13,nm0688364,Hans Jürgen Pohland
105090,tt0238660,There's Only One Jimmy Grimble,2000,"Comedy,Drama,Sport",nm0370510,"['nm0571565', 'nm0487743', 'nm0571160', 'nm0587950', 'nm0303365']",6.6,4194,nm0370510,John Hay
119027,tt0289782,Under the Flag of the Rising Sun,1972,"Drama,Mystery,War",nm0297935,"['nm0848533', 'nm0383092', 'nm0247932', 'nm0622409', 'nm0619997']",8.0,1200,nm0297935,Kinji Fukasaku
35651,tt0065983,Love Under 17,1971,"Comedy,Drama",nm0718801,"['nm0091225', 'nm0286977', 'nm0127159', 'nm0405926', 'nm0559837']",5.7,57,nm0718801,Veit Relin
168732,tt10696018,Her Secret Family Killer,2019,"Adventure,Family,Fantasy",nm0289824,"['nm0024683', 'nm1401531', 'nm2499074', 'nm1794688', 'nm8452218']",4.7,253,nm0289824,Lisa France
274948,tt4320710,The Mad Monkey Crew 2,2014,Action,"nm6644263,nm7024486,nm6619565","['nm6623768', 'nm5583696', 'nm6644262', 'nm7024475', 'nm7024476']",8.0,6,nm6644263,Ryan Firth
215858,tt1754561,Swan Lake,2010,"Fantasy,Music,Romance",nm0813949,"['nm4140327', 'nm4140539', 'nm4143373', 'nm5178500', 'nm5180064']",7.7,14,nm0813949,Andy Sommer
172305,tt11142628,Hard Plastic,2020,Comedy,nm1980880,"['nm0004873', 'nm7441958', 'nm5465309', 'nm0597344', 'nm9474251']",4.0,66,nm1980880,Lucas Astrom
309468,tt8330292,Asr el-Quwwah,1991,"Action,Crime,Drama",nm0301580,"['nm1597002', 'nm1772638', 'nm0375990', 'nm2373156', 'nm14946754']",5.2,46,nm0301580,Nader Galal
274672,tt4297040,Not Engineer Hasan,2008,Comedy,nm1895661,"['nm1432966', 'nm2155936', 'nm1758551', 'nm2638711', 'nm1145232']",3.3,148,nm1895661,Manal El Seify
259567,tt31629757,Slay,2024,"Comedy,Horror",nm3345300,"['nm8788761', 'nm11425378', 'nm11425376', 'nm12338637', 'nm7834500']",6.5,836,nm3345300,Jem Garrard
76888,tt0135123,Love and Blood,1968,"Action,Adventure,Drama",nm0287566,"['nm0439206', 'nm0443541', 'nm0464715', 'nm0436166', 'nm0951782']",6.8,165,nm0287566,Nikos Foskolos
175847,tt1159722,Nerdcore Rising,2008,"Documentary,Music","nm2399716,nm1260607",['nm8957762'],6.7,511,nm2399716,Negin Farsad
196809,tt1435513,Hysteria,2011,"Biography,Comedy,Romance",nm0923330,"['nm0350454', 'nm0199215', 'nm0000596', 'nm0428065', 'nm0000391']",6.7,33417,nm0923330,Tanya Wexler
249161,tt27667349,Ghosts of the Chelsea Hotel (and Other Rock & Roll Stories),2023,Documentary,nm4940554,"['nm14817545', 'nm14817546']",8.3,11,nm4940554,Danny Garcia
315473,tt9327264,Recipe for Love,2018,Drama,nm0419494,"['nm8263621', 'nm4463202', 'nm0411196', 'nm1228132', 'nm4998103']",6.2,19,nm0419494,Jose Javier Reyes
310982,tt8562068,Speak Love,2019,Drama,nm7664097,"['nm8358598', 'nm0033606', 'nm0108033', 'nm6135676', 'nm2954178']",5.6,17,nm7664097,Emmanuel Tardif
246441,tt26731500,Lies My Babysitter Told,2024,Thriller,nm0583659,"['nm3149358', 'nm4910117', 'nm12581870', 'nm14573200', 'nm11552403']",6.2,19,nm0583659,Ben Meyerson
288743,tt5716438,Star Boys,2017,Drama,nm1759159,"['nm8138932', 'nm5426500', 'nm1970708', 'nm2273799', 'nm2784618']",5.6,438,nm1759159,Visa Koiso-Kanttila
292610,tt6095994,Khoj,2017,"Crime,Mystery,Thriller",nm8467984,"['nm5550033', 'nm6693723', 'nm6812985', 'nm6909114', 'nm13965142']",6.7,931,nm8467984,Arka Ganguly
103387,tt0231794,The Flood,1924,Drama,nm0217526,"['nm0290157', 'nm0885965', 'nm0405742', 'nm0534663', 'nm0695887']",6.6,77,nm0217526,Louis Delluc
129088,tt0338208,Lorna,1987,Drama,nm0650240,"['nm0000110', 'nm0254884', 'nm0611854', 'nm0852438', 'nm0382050']",6.8,14,nm0650240,James Ormerod
215140,tt1737667,Plan B,2011,"Documentary,News",nm0918224,['nm0000354'],7.4,26,nm0918224,Hal Weiner
291868,tt6023898,"Amorth, the Exorcist",2017,Documentary,nm4143587,"['nm2511004', 'nm12569961', 'nm12569962', 'nm12569960', 'nm12569959']",6.4,53,nm4143587,Giacomo Franciosa
33275,tt0062696,Bakuchi-uchi: Nagaremono,1970,\N,nm0945617,"['nm0875465', 'nm0423663', 'nm0594702', 'nm0556319', 'nm0008383']",6.9,9,nm0945617,Kôsaku Yamashita
73953,tt0125243,Insane Desires,1978,"Adult,Comedy",nm0417871,"['nm0482120', 'nm0748430', 'nm0538202', 'nm0181081', 'nm1679249']",5.5,9,nm0417871,Richard Mailer
196169,tt14278088,Major Dron and the Plague Doctor,2021,"Action,Adventure,Comedy","nm5954636,nm11540884,nm12417650,nm4087886","['nm11540884', 'nm12192673', 'nm5954636', 'nm4087886', 'nm12417655']",4.4,1056,nm5954636,Sergey A.
102884,tt0230226,Poor Millionaire,1965,"Comedy,Romance",nm0196614,"['nm0197920', 'nm0659545', 'nm0660362', 'nm0900569', 'nm0833583']",4.7,29,nm0196614,Dimis Dadiras
137293,tt0380417,All Hell Let Loose: The Demonic World of Hieronymus Bosch,2003,Documentary,nm0531066,"['nm1451851', 'nm1452018', 'nm1153203', 'nm1452061']",4.9,17,nm0531066,Adrian Maben
304950,tt7642686,The Picture of Dorian Gray,2018,"Drama,Horror,Thriller","nm7757012,nm9426642","['nm5929034', 'nm9397102', 'nm5730865', 'nm0198737', 'nm5597033']",4.7,22,nm7757012,Andrew Fisher
240250,tt2388751,Oath of Silence,1969,\N,nm0994308,"['nm0994308', 'nm2148711', 'nm2785436', 'nm0044082', 'nm1181828']",3.8,13,nm0994308,Iraj Ghaderi
54724,tt0092969,Enemy Territory,1987,"Action,Crime,Drama",nm0543596,"['nm0290933', 'nm0662018', 'nm0001821', 'nm0287804', 'nm0865302']",6.2,1010,nm0543596,Peter Manoogian
205092,tt15422976,The Switchblade Sisterhood,2023,"Comedy,Drama,Romance",nm6143410,"['nm11861260', 'nm12612025', 'nm14575717', 'nm3646796', 'nm11266612']",7.8,50,nm6143410,Davo Hardy
137978,tt0383612,The False Marriage,1962,"Comedy,Romance",nm0259499,"['nm0348338', 'nm0015360', 'nm0663708', 'nm0881593', 'nm0649901']",6.1,101,nm0259499,Metin Erksan
187790,tt13238192,Curral,2020,Drama,nm4058130,"['nm6203018', 'nm0241663', 'nm5724419', 'nm8366163', 'nm4958634']",6.6,149,nm4058130,Marcelo Brennand
196070,tt14263856,Last the Night,2022,"Horror,Thriller",nm2739941,"['nm0004977', 'nm6292810', 'nm7153454', 'nm5024962', 'nm10030976']",4.6,10931,nm2739941,Nick Leisure
142065,tt0411542,El juego de la verdad,2004,"Comedy,Romance",nm0273208,"['nm0880554', 'nm0893638', 'nm1049982', 'nm0261695', 'nm0144886']",5.8,500,nm0273208,Álvaro Fernández Armero
97148,tt0203539,Great Snakes,1920,Comedy,"nm0024706,nm0704315","['nm0073599', 'nm0166743', 'nm0219349', 'nm0402048', 'nm0531228']",7.0,40,nm0024706,Gerald Ames
241022,tt2406674,Paapi - Ek Satya Katha,2013,Crime,nm0782766,"['nm1191646', 'nm5282353', 'nm0154146', 'nm0788903']",4.2,32,nm0782766,Aziz Sejawal
70656,tt0118698,Bent,1997,"Drama,History,Romance",nm0558773,"['nm0089937', 'nm0654110', 'nm0001396', 'nm0916348', 'nm0182666']",7.1,8931,nm0558773,Sean Mathias
